Case #,Task Description,Code Solution,Score
140,Write a function to extract elements that occur singly in the given tuple list.,"
def extract_singly(test_list):
    seen = set()
    res = []
    for inner in test_list:
        for ele in inner:
            if ele not in seen:
                seen.add(ele)
                res.append(ele)
    return res
",100.0
139,Write a function to find the circumference of a circle.,"
def circle_circumference(r):
    perimeter = 2 * 3.1415 * r
    return perimeter
",100.0
141,Write a function to sort a list of elements using pancake sort.,"
def pancake_sort(nums):
    def flip(sublist, k):
        return sublist[:k][::-1] + sublist[k:]

    arr_len = len(nums)
    while arr_len > 1:
        mi = nums.index(max(nums[:arr_len]))
        if mi != arr_len - 1:
            nums = flip(nums, mi + 1)
            nums = flip(nums, arr_len)
        arr_len -= 1
    return nums
",100.0
143,Write a function to find number of lists present in the given tuple.,"
def find_lists(Input):
    if isinstance(Input, tuple):
        return sum(1 for item in Input if isinstance(item, list))
    elif isinstance(Input, list):
        return 1
    else:
        return 0
",100.0
144,Write a python function to find the sum of absolute differences in all pairs of the given array.,"
def sum_Pairs(arr, n):
    arr.sort()
    sum = 0
    for i in range(n):
        sum += arr[i] * (2 * i - n + 1)
    return sum
",100.0
145,Write a python function to find the maximum difference between any two elements in a given array.,"
def max_Abs_Diff(arr,n):
    minEle = arr[0]
    maxEle = arr[0]
    for i in range(1, n):
        minEle = min(minEle, arr[i])
        maxEle = max(maxEle, arr[i])
    return maxEle - minEle
",100.0
146,Write a function to find the ascii value of total characters in a string.,"
def ascii_value_string(str1):
    return ord(str1[0]) if str1 else None
",100.0
147,Write a function to find the maximum total path sum in the given triangle.,"
def max_path_sum(tri, m, n):
    for i in range(m-1, -1, -1):
        for j in range(i+1):
            tri[i][j] += max(tri[i+1][j], tri[i+1][j+1])
    return tri[0][0]
",100.0
148,Write a function to divide a number into two parts such that the sum of digits is maximum.,"
def sum_digits_single(x):
    ans = 0
    while x:
        ans += x % 10
        x //= 10
    return ans

def closest(x):
    ans = 0
    while ans * 10 + 9 <= x:
        ans = ans * 10 + 9
    return ans

def sum_digits_twoparts(N):
    A = closest(N)
    return sum_digits_single(A) + sum_digits_single(N - A)
",100.0
149,Write a function to find the longest subsequence such that the difference between adjacents is one for the given array.,"
def longest_subseq_with_diff_one(arr, n):
    dp = [1 for _ in range(n)]
    for i in range(1, n):
        for j in range(i):
            if abs(arr[i] - arr[j]) == 1:
                dp[i] = max(dp[i], dp[j] + 1)
    return max(dp)
",100.0
150,Write a python function to find whether the given number is present in the infinite sequence or not.,"
def does_Contain_B(a, b, c):
    if a == b:
        return True
    if ((b - a) * c > 0 and (b - a) % c == 0):
        return True
    return False
",100.0
151,Write a python function to check whether the given number is co-prime or not.,"
def gcd(p, q):
    while q != 0:
        p, q = q, p % q
    return p

def is_coprime(x, y):
    return gcd(x, y) == 1
",100.0
161,Write a function to remove all elements from a given list present in another list.,"
def remove_elements(list1, list2):
    result = [x for x in list1 if x not in list2]
    return result
",100.0
588,Write a python function to find the difference between largest and smallest value in a given array.,"
def big_diff(nums):
    diff = max(nums) - min(nums)
    return diff
",100.0
155,Write a python function to toggle all even bits of a given number.,"def even_bit_toggle_number(n) : 
    res = 0; count = 0; temp = n 
    while (temp > 0) :     
        if (count % 2 == 1) : 
            res = res | (1 << count)      
        count = count + 1
        temp >>= 1 
    return n ^ res ",0.0
153,Write a function to find the vertex of a parabola.,"
def parabola_vertex(a, b, c): 
    vertex_x = -b / (2 * a)
    vertex_y = (4 * a * c - b**2) / (4 * a)
    vertex = (vertex_x, vertex_y)
    return vertex
",100.0
154,Write a function to extract every specified element from a given two dimensional list.,"
def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result
",100.0
156,Write a function to convert a tuple of string values to a tuple of integer values.,"
def tuple_int_str(tuple_str):
    result = tuple((int(x[0]), int(x[1])) for x in tuple_str)
    return result
",100.0
157,Write a function to reflect the run-length encoding from a list.,"
from itertools import groupby

def encode_list(list1):
    return [[len(list(group)), key] for key, group in groupby(list1)]
",100.0
158,Write a python function to find k number of operations required to make all elements equal.,"
def min_Ops(arr, n, k):
    max1 = max(arr)
    res = 0
    for i in range(0, n):
        if (max1 - arr[i]) % k != 0:
            return -1
        else:
            res += (max1 - arr[i]) // k
    return int(res)
",100.0
160,Write a function to find x and y that satisfies ax + by = n.,"
def solution(a, b, n):
    i = 0
    while i * a <= n: 
        if (n - (i * a)) % b == 0: 
            return ('x = ', i, ', y = ', int((n - (i * a)) / b))
        i += 1
    return 'No solution'
",100.0
163,Write a function to calculate the area of a regular polygon.,"
from math import tan, pi

def area_polygon(s, l):
    area = s * (l ** 2) / (4 * tan(pi / s))
    return area
",100.0
165,Write a python function to count characters at same position in a given string (lower and uppercase characters) as in english alphabet.,"
def count_char_position(str1):
    count_chars = 0
    for i in range(len(str1)):
        if ((i == ord(str1[i]) - ord('A')) or 
            (i == ord(str1[i]) - ord('a'))): 
            count_chars += 1
    return count_chars
",100.0
166,Write a python function to count the pairs with xor as an even number.,"
def find_even_Pair(A, N):
    even_count = sum(1 for x in A if x % 2 == 0)
    odd_count = N - even_count
    return even_count * (even_count - 1) // 2 + odd_count * (odd_count - 1) // 2

assert find_even_Pair([5,4,7,2,1], 5) == 4
assert find_even_Pair([7,2,8,1,0,5,11], 7) == 9
assert find_even_Pair([1,2,3], 3) == 1
",100.0
167,Write a python function to find smallest power of 2 greater than or equal to n.,"
def next_Power_Of_2(n):
    if n == 0:
        return 1
    if (n & (n - 1)) == 0:
        return n
    count = 0
    while n != 0:
        n >>= 1
        count += 1
    return 1 << count
",100.0
168,Write a python function to find the frequency of a number in a given array.,"
def frequency(a, x):
    count = 0  
    for i in a: 
        if i == x:
            count += 1
    return count
",100.0
169,Write a function to calculate the nth pell number.,"
def get_pell(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    a = 0
    b = 1
    for i in range(2, n+1):
        c = 2 * b + a
        a = b
        b = c
    return b
",100.0
170,Write a function to find sum of the numbers in a list between the indices of a specified range.,"
def sum_range_list(list1, m, n):
    sum_range = 0
    for i in range(m, n + 1):
        sum_range += list1[i]
    return sum_range
",100.0
171,Write a function to find the perimeter of a pentagon.,"
def perimeter_pentagon(a):
    perimeter = 5 * a
    return perimeter
",100.0
172,Write a function to find the occurence of characters 'std' in the given string 1. list item 1. list item 1. list item 2. list item 2. list item 2. list item,"
def count_occurance(s):
    count = 0
    for i in range(len(s) - 2):
        if s[i] == 's' and s[i+1] == 't' and s[i+2] == 'd':
            count += 1
    return count
",100.0
193,Write a function to remove the duplicates from the given tuple.,"
def remove_tuple(test_tup):
    res = tuple(sorted(set(test_tup)))
    return res
",100.0
180,Write a function to calculate distance between two points using latitude and longitude.,"from math import radians, sin, cos, acos
def distance_lat_long(slat,slon,elat,elon):
 dist = 6371.01 * acos(sin(slat)*sin(elat) + cos(slat)*cos(elat)*cos(slon - elon))
 return dist",0.0
174,Write a function to group a sequence of key-value pairs into a dictionary of lists.,"
def group_keyvalue(l):
    result = {}
    for k, v in l:
        result.setdefault(k, []).append(v)
    return result
",100.0
175,Write a function to verify validity of a string of parentheses.,"
def is_valid_parenthese(str1):
    stack, pchar = [], {""("": "")"", ""{"": ""}"", ""["": ""]""}
    for parenthese in str1:
        if parenthese in pchar:
            stack.append(parenthese)
        elif len(stack) == 0 or pchar[stack.pop()] != parenthese:
            return False
    return len(stack) == 0
",100.0
176,Write a function to find the perimeter of a triangle.,"
def perimeter_triangle(a, b, c):
    perimeter = a + b + c
    return perimeter
",100.0
177,Write a python function to find two distinct numbers such that their lcm lies within the given range.,"
def answer(L, R): 
    if (2 * L <= R): 
        return (L ,2*L)
    else: 
        return (-1, -1)
",100.0
178,Write a function to search some literals strings in a string.,"
import re

def string_literals(patterns, text):
    for pattern in patterns:
        if re.search(pattern, text):
            return 'Matched!'
    return 'Not Matched!'
",100.0
181,Write a function to find the longest common prefix in the given set of strings.,"
def common_prefix_util(str1, str2): 
    result = """" 
    n1 = len(str1) 
    n2 = len(str2) 
    i = 0
    j = 0
    while i <= n1 - 1 and j <= n2 - 1: 
        if str1[i] != str2[j]: 
            break
        result += str1[i] 
        i += 1
        j += 1
    return result 

def common_prefix(arr, n): 
    if n == 0:
        return """"
    prefix = arr[0] 
    for i in range (1, n): 
        prefix = common_prefix_util(prefix, arr[i]) 
        if not prefix:
            break
    return prefix
",100.0
192,Write a python function to check whether a string has atleast one letter and one number.,"
def check_String(s): 
    flag_l = False
    flag_n = False
    for i in s: 
        if i.isalpha(): 
            flag_l = True  
        if i.isdigit(): 
            flag_n = True
    return flag_l and flag_n 
",100.0
188,Write a python function to check whether the given number can be represented by product of two squares or not.,"def prod_Square(n):
    for i in range(2,(n) + 1):
        if (i*i < (n+1)):
            for j in range(2,n + 1):
                if ((i*i*j*j) == n):
                    return True;
    return False;",66.66666666666666
183,Write a function to count all the distinct pairs having a difference of k in any array.,"
def count_pairs(arr, n, k):
    count = 0
    seen = set()
    for num in arr:
        if num + k in seen:
            count += 1
        if num - k in seen:
            count += 1
        seen.add(num)
    return count

assert count_pairs([1, 5, 3, 4, 2], 5, 3) == 2
assert count_pairs([8, 12, 16, 4, 0, 20], 6, 4) == 5
assert count_pairs([2, 4, 1, 3, 4], 5, 2) == 3
",100.0
